"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"501","stop sign","15","12","14","5000","571","630","877","21593"
"498","stop sign","15","12","13.5","5000","587","634","970","23028"
"500","stop sign","15","12","13.5","5000","570","632","1084","34526"
"502","stop sign","15","12","14","5000","569","598","861","27127"
"504","stop sign","15","12","14","5000","556","618","940","22140"
"503","stop sign","15","12","14","5000","603","605","955","35765"
"505","stop sign","15","12","14","5000","561","608","749","22886"
"506","stop sign","15","12","14","5000","592","610","921","19641"
"508","stop sign","15","12","14","5000","567","619","863","28065"
"509","stop sign","15","12","14","5000","613","612","1182","28089"
"511","stop sign","15","12","14.5","5000","552","621","848","19261"
"510","stop sign","15","12","14","5000","559","636","910","24638"
"507","stop sign","15","12","14","5000","584","622","937","34988"
"512","stop sign","15","12","14.5","5000","560","623","903","25679"
"487","stop sign","15","12","13","5000","573","598","952","21943"
"488","stop sign","15","12","13","5000","582","564","960","25247"
"486","stop sign","15","12","13","5000","626","594","1031","27638"
"514","stop sign","15","12","14.5","5000","615","612","1075","32297"
"515","stop sign","15","12","14.5","5000","568","644","953","29204"
"495","stop sign","15","12","13.5","5000","579","595","989","17340"
"513","stop sign","15","12","14.5","5000","609","620","926","32049"
"521","stop sign","15","12","15","5000","548","655","865","25069"
"516","stop sign","15","12","14.5","5000","582","637","958","26612"
"496","stop sign","15","12","13.5","5000","620","585","947","24573"
"518","stop sign","15","12","14.5","5000","563","647","999","30700"
"517","stop sign","15","12","14.5","5000","542","637","800","27316"
"520","stop sign","15","12","14.5","5000","585","620","931","25504"
"522","stop sign","15","12","15","5000","556","680","824","23927"
"519","stop sign","15","12","14.5","5000","615","618","952","37220"
"523","stop sign","15","12","15","5000","596","627","1048","30920"
"527","stop sign","15","12","15","5000","561","638","778","33342"
"531","stop sign","15","12","15.5","5000","608","644","832","35461"
"528","stop sign","15","12","15","5000","587","649","883","39158"
"530","stop sign","15","12","15","5000","602","613","1068","28405"
"532","stop sign","15","12","15.5","5000","546","677","836","31310"
"534","stop sign","15","12","15.5","5000","560","675","835","32211"
"535","stop sign","15","12","15.5","5000","569","642","1070","31514"
"538","stop sign","15","12","15.5","5000","566","657","899","30100"
"537","stop sign","15","12","15.5","5000","568","673","957","34192"
"536","stop sign","15","12","15.5","5000","580","628","893","43787"
"540","stop sign","15","12","15.5","5000","575","639","1015","36260"
"539","stop sign","15","12","15.5","5000","551","641","827","33021"
"541","stop sign","15","12","16","5000","574","665","888","35800"
"542","stop sign","15","12","16","5000","539","696","879","29094"
"543","stop sign","15","12","16","5000","598","672","931","33062"
"544","stop sign","15","12","16","5000","571","679","819","35754"
"545","stop sign","15","12","16","5000","614","631","1065","40797"
"526","stop sign","15","12","15","5000","615","603","967","30772"
"524","stop sign","15","12","15","5000","571","624","839","33431"
"546","stop sign","15","12","16","5000","594","649","922","34875"
"525","stop sign","15","12","15","5000","583","645","973","30290"
"550","stop sign","15","12","16","5000","536","660","806","36630"
"547","stop sign","15","12","16","5000","531","697","747","28492"
"548","stop sign","15","12","16","5000","600","639","957","35408"
"549","stop sign","15","12","16","5000","560","649","703","39232"
"552","stop sign","15","12","16.5","5000","578","660","890","34141"
"529","stop sign","15","12","15","5000","544","661","834","26682"
"551","stop sign","15","12","16.5","5000","536","670","808","29242"
"533","stop sign","15","12","15.5","5000","543","649","848","34120"
"553","stop sign","15","12","16.5","5000","546","703","785","36199"
"555","stop sign","15","12","16.5","5000","513","731","830","31649"
"556","stop sign","15","12","16.5","5000","569","674","856","34287"
"554","stop sign","15","12","16.5","5000","567","661","866","39330"
"559","stop sign","15","12","16.5","5000","581","654","803","33494"
"561","stop sign","15","12","17","5000","567","682","832","39953"
"565","stop sign","15","12","17","5000","577","665","1001","37574"
"563","stop sign","15","12","17","5000","566","696","725","36677"
"562","stop sign","15","12","17","5000","579","676","750","32131"
"564","stop sign","15","12","17","5000","575","654","934","40338"
"567","stop sign","15","12","17","5000","591","641","939","43332"
"570","stop sign","15","12","17","5000","619","646","1024","37158"
"569","stop sign","15","12","17","5000","578","642","888","40253"
"575","stop sign","15","12","17.5","5000","600","639","804","40349"
"574","stop sign","15","12","17.5","5000","572","687","947","43132"
"572","stop sign","15","12","17.5","5000","555","718","918","37142"
"571","stop sign","15","12","17.5","5000","568","673","870","36927"
"573","stop sign","15","12","17.5","5000","581","674","804","43608"
"576","stop sign","15","12","17.5","5000","588","698","1019","33762"
"577","stop sign","15","12","17.5","5000","609","628","958","45351"
"578","stop sign","15","12","17.5","5000","580","669","957","39475"
"579","stop sign","15","12","17.5","5000","567","671","821","42321"
"558","stop sign","15","12","16.5","5000","601","631","1007","39237"
"557","stop sign","15","12","16.5","5000","544","682","894","36308"
"560","stop sign","15","12","16.5","5000","558","672","859","34346"
"582","stop sign","15","12","18","5000","573","681","804","39263"
"580","stop sign","15","12","17.5","5000","565","711","783","41545"
"581","stop sign","15","12","18","5000","533","711","819","40789"
"583","stop sign","15","12","18","5000","557","685","685","40124"
"566","stop sign","15","12","17","5000","540","709","795","39552"
"585","stop sign","15","12","18","5000","585","681","996","40671"
"584","stop sign","15","12","18","5000","559","686","742","39497"
"586","stop sign","15","12","18","5000","589","685","989","43808"
"568","stop sign","15","12","17","5000","566","669","841","38807"
"588","stop sign","15","12","18","5000","572","673","904","35498"
"589","stop sign","15","12","18","5000","578","651","882","46361"
"587","stop sign","15","12","18","5000","589","677","882","43107"
"590","stop sign","15","12","18","5000","586","655","1004","45481"
"594","stop sign","15","12","18.5","5000","570","658","811","41194"
"595","stop sign","15","12","18.5","5000","595","680","995","41814"
"597","stop sign","15","12","18.5","5000","585","647","944","45572"
"596","stop sign","15","12","18.5","5000","564","679","829","42497"
"599","stop sign","15","12","18.5","5000","596","661","1026","47627"
"600","stop sign","15","12","18.5","5000","607","666","1123","40078"
"601","stop sign","15","12","19","5000","561","711","824","42838"
"603","stop sign","15","12","19","5000","579","697","1011","34655"
"605","stop sign","15","12","19","5000","517","708","725","36294"
"604","stop sign","15","12","19","5000","595","634","948","48950"
"607","stop sign","15","12","19","5000","554","695","812","39539"
"606","stop sign","15","12","19","5000","586","691","898","42068"
"608","stop sign","15","12","19","5000","567","710","977","40852"
"609","stop sign","15","12","19","5000","570","695","869","42935"
"610","stop sign","15","12","19","5000","619","616","1031","48518"
"611","stop sign","15","12","19.5","5000","580","675","969","48131"
"612","stop sign","15","12","19.5","5000","599","644","990","46057"
"613","stop sign","15","12","19.5","5000","605","655","919","48405"
"617","stop sign","15","12","19.5","5000","595","648","863","47901"
"614","stop sign","15","12","19.5","5000","546","693","844","40237"
"615","stop sign","15","12","19.5","5000","570","692","815","43758"
"592","stop sign","15","12","18.5","5000","587","651","852","43214"
"591","stop sign","15","12","18.5","5000","600","662","996","46141"
"593","stop sign","15","12","18.5","5000","567","683","822","45229"
"616","stop sign","15","12","19.5","5000","594","637","962","48608"
"619","stop sign","15","12","19.5","5000","556","680","834","44809"
"618","stop sign","15","12","19.5","5000","557","718","809","42906"
"598","stop sign","15","12","18.5","5000","557","683","856","38607"
"621","stop sign","15","12","20","5000","600","670","977","46113"
"602","stop sign","15","12","19","5000","564","628","946","49113"
"620","stop sign","15","12","19.5","5000","601","664","943","45906"
"622","stop sign","15","12","20","5000","623","648","1036","49057"
"625","stop sign","15","12","20","5000","589","665","850","49033"
"623","stop sign","15","12","20","5000","575","690","870","43235"
"624","stop sign","15","12","20","5000","593","655","858","47794"
"632","stop sign","15","13","10","5000","625","486","1097","13575"
"626","stop sign","15","12","20","5000","575","684","867","46212"
"631","stop sign","15","13","10","5000","617","489","1069","9997"
"633","stop sign","15","13","10","5000","627","483","973","9605"
"627","stop sign","15","12","20","5000","570","656","908","48397"
"635","stop sign","15","13","10","5000","594","491","948","10154"
"639","stop sign","15","13","10","5000","615","476","1005","13220"
"637","stop sign","15","13","10","5000","650","418","1098","8340"
"638","stop sign","15","13","10","5000","613","495","1052","12298"
"642","stop sign","15","13","10.5","5000","608","507","975","16896"
"643","stop sign","15","13","10.5","5000","621","492","1176","11975"
"644","stop sign","15","13","10.5","5000","599","474","943","12668"
"641","stop sign","15","13","10.5","5000","585","485","1004","9372"
"640","stop sign","15","13","10","5000","609","491","952","11845"
"645","stop sign","15","13","10.5","5000","574","518","886","10771"
"648","stop sign","15","13","10.5","5000","592","501","879","10546"
"646","stop sign","15","13","10.5","5000","633","484","1141","19155"
"647","stop sign","15","13","10.5","5000","580","512","982","15115"
"650","stop sign","15","13","10.5","5000","578","489","952","11985"
"649","stop sign","15","13","10.5","5000","634","490","1016","13862"
"651","stop sign","15","13","11","5000","607","538","955","17525"
"657","stop sign","15","13","11","5000","613","499","947","12177"
"652","stop sign","15","13","11","5000","640","497","1066","19053"
"653","stop sign","15","13","11","5000","658","493","1013","23185"
"654","stop sign","15","13","11","5000","629","492","1063","17851"
"655","stop sign","15","13","11","5000","590","541","911","18347"
"656","stop sign","15","13","11","5000","662","517","1176","25265"
"658","stop sign","15","13","11","5000","574","523","973","13122"
"659","stop sign","15","13","11","5000","634","509","1052","21748"
"660","stop sign","15","13","11","5000","644","511","1158","17783"
"628","stop sign","15","12","20","5000","580","664","894","45160"
"630","stop sign","15","12","20","5000","568","709","863","43904"
"661","stop sign","15","13","11.5","5000","628","547","904","16308"
"629","stop sign","15","12","20","5000","566","674","966","48534"
"634","stop sign","15","13","10","5000","634","482","1019","11364"
"636","stop sign","15","13","10","5000","638","498","1241","12936"
"663","stop sign","15","13","11.5","5000","598","558","816","22193"
"662","stop sign","15","13","11.5","5000","614","559","903","24405"
"664","stop sign","15","13","11.5","5000","600","542","1051","20938"
"665","stop sign","15","13","11.5","5000","596","539","907","13996"
"666","stop sign","15","13","11.5","5000","605","548","958","22224"
"670","stop sign","15","13","11.5","5000","624","516","1003","13508"
"668","stop sign","15","13","11.5","5000","639","535","1005","18055"
"671","stop sign","15","13","12","5000","584","576","875","18134"
"667","stop sign","15","13","11.5","5000","626","521","1029","21186"
"669","stop sign","15","13","11.5","5000","635","522","1013","20043"
"674","stop sign","15","13","12","5000","601","552","980","21244"
"678","stop sign","15","13","12","5000","613","563","949","23677"
